Citation,Manner,Cleaned_Citation
بسبب سوء الظن كرهنا بعضنا، وقلَ لقاؤنا، وقطعنا رحمنا فسلوا الله حسن الظن بالناس ففيه راحة للقلب، وسلامة للصدر.,Sentiment: neutral,"['بسبب', 'سوا', 'الظن', 'كرهنا', 'بعضنا', 'قل', 'لقاانا', 'قطعنا', 'رحمنا', 'فسلوا', 'الله', 'حسن', 'الظن', 'بالناس', 'ففيه', 'راحة', 'للقلب', 'سلامة', 'للصدر']"
لا تحسن الظن بي كي لا أخذلك، ولا تسئ الظن بي كي لا تخذلني، لكن اجعلني دون ظنون، كي أكون أنا كما أكون.,Sentiment: neutral,"['تحسن', 'الظن', 'أخذلك', 'تسئ', 'الظن', 'تخذلني', 'اجعلني', 'ظنون', 'أكون', 'أكون']"
من كتم سره كان الخيار بيده، ومن عرض نفسه للتهمة، فلا يلومن من أساء الظن به.,Sentiment: positive,"['كتم', 'سره', 'الخيار', 'بيده', 'عرض', 'نفسه', 'للتهمة', 'يلومن', 'أساا', 'الظن']"
إنّ سوء الفهم يولّد الشك.,Sentiment: negative,"['سوا', 'الفهم', 'يولد', 'الشك']"
يؤدي سوء الظن إلى الامتحان، ويؤدي الامتحان إلى الحقيقة.,Sentiment: negative,"['يادي', 'سوا', 'الظن', 'الامتحان', 'يادي', 'الامتحان', 'الحقيقة']"
لا تعود الناس على حلو الكلام دائماً، لأنّك حين تجبرك ظروفك على الصمت سيظنون أنّك لم تعد تحبهم.,Good Moral: صَمِت,"['تعود', 'الناس', 'حلو', 'الكلام', 'دائما', 'لأنك', 'تجبرك', 'ظروفك', 'الصمت', 'سيظنون', 'أنك', 'تعد', 'تحبهم']"
ما أجمل أن يكون لديك إنسان يحسن الظن بك ويغفر لك إن أخطأت ويلتمس لك العذر إن أسأت له.,Sentiment: positive,"['أجمل', 'يكون', 'لديك', 'إنسان', 'يحسن', 'الظن', 'يغفر', 'أخطأت', 'يلتمس', 'العذر', 'أسأت']"
لا تولد الحقيقة إلّا من تزاوج الوقاحة وسوء الظن والرفض القاسي والكره والشقاق في الحياة، وما أصعب أن تتوافق وتتحد جميع هذه المقدمات.,Sentiment: negative,"['تولد', 'الحقيقة', 'تزاوج', 'الوقاحة', 'سوا', 'الظن', 'الرفض', 'القاسي', 'الكره', 'الشقاق', 'الحياة', 'أصعب', 'تتوافق', 'تتحد', 'المقدمات']"
سوء الظن يفسد الأمور ويبعث على الشرور.,Sentiment: negative,"['سوا', 'الظن', 'يفسد', 'الأمور', 'يبعث', 'الشرور']"
سوء الظن يردي صاحبه وينجي مجانبه.,Sentiment: negative,"['سوا', 'الظن', 'يردي', 'صاحبه', 'ينجي', 'مجانبه']"
من كذب سوء الظن بأخيه كان ذا عقل صحيح وقلب منشرح.,Sentiment: neutral,"['كذب', 'سوا', 'الظن', 'بأخيه', 'عقل', 'صحيح', 'قلب', 'منشرح']"
عليم بأعقاب الأمور كأنه، لمختلفات الظن يسمع أو يرى، إذا أخذ القرطاس خلت يمينه، يفتح نوراً أو ينظم جوهراً.,Sentiment: neutral,"['عليم', 'بأعقاب', 'الأمور', 'كأنه', 'لمختلفات', 'الظن', 'يسمع', 'يرى', 'القرطاس', 'خلت', 'يمينه', 'يفتح', 'نورا', 'ينظم', 'جوهرا']"
لا يعظم الذنب عندك عظمة تصدك عن حسن الظن بالله، فإنّ من عرف ربه استصغر في جنب كرمه ذنبه.,Sentiment: neutral,"['يعظم', 'الذنب', 'عندك', 'عظمة', 'تصدك', 'حسن', 'الظن', 'بالله', 'عرف', 'ربه', 'استصغر', 'جنب', 'كرمه', 'ذنبه']"
من عرّض نفسه للتهمة، فلا يلومنّ من أساء الظن به.,Sentiment: negative,"['عرض', 'نفسه', 'للتهمة', 'يلومن', 'أساا', 'الظن']"
ظن العاقل أصح من ظن الشرور.,Sentiment: neutral,"['ظن', 'العاقل', 'أصح', 'ظن', 'الشرور']"
لا تدع سوء الظن بالشك والمكشوف بالخفي ولا تحكم ما لم تره، بما روي لك.,Sentiment: neutral,"['تدع', 'سوا', 'الظن', 'بالشك', 'المكشوف', 'بالخفي', 'تحكم', 'تره', 'روي']"
الظنّ منشأ أكثر الكذب، ومنبعه التشاؤم.,Blameworthy Moral: كِذْب,"['الظن', 'منشأ', 'الكذب', 'منبعه', 'التشاام']"
مجالسة الأشرار تورث سوء الظن بالأخيار، وتبعث الكآبة بالنفس.,Sentiment: negative,"['مجالسة', 'الأشرار', 'تورث', 'سوا', 'الظن', 'بالأخيار', 'تبعث', 'الكآبة', 'بالنفس']"
سوء الظن يفسد للود قضايا.,Sentiment: negative,"['سوا', 'الظن', 'يفسد', 'للود', 'قضايا']"
لا تدع الشك العقيم يلوثك.,Sentiment: neutral,"['تدع', 'الشك', 'العقيم', 'يلوثك']"
ما أقرب ظن السوء في الآخرين ، وما أغلبه على ظن الخير ، فإذا وطنت نفسك على شيء اعتادت عليه ، وإذا ظننت سوءاً في الآخرين فتذكر : أن بعض الظن إثم.,Sentiment: neutral,"['أقرب', 'ظن', 'السوا', 'الآخرين', 'أغلبه', 'ظن', 'الخير', 'طنت', 'نفسك', 'شيا', 'اعتادت', 'ظننت', 'سواا', 'الآخرين', 'فتذكر', 'الظن', 'إثم']"
لا تلومنّ من أساء بك الظن إذا كنت قد جعلت من نفسك هدفاً للتّهم.,Sentiment: neutral,"['تلومن', 'أساا', 'الظن', 'كنت', 'جعلت', 'نفسك', 'هدفا', 'للتهم']"
قال حكيم لبنيه: إياكم والجزع عند المصائب، فإنه مجلبة للهم وسوء ظن بالرب وشماتة للعدو.,Blameworthy Moral: جُزْع,"['قال', 'حكيم', 'لبنيه', 'الجزع', 'المصائب', 'فإنه', 'مجلبة', 'للهم', 'سوا', 'ظن', 'بالرب', 'شماتة', 'للعدو']"
إياكم والظن فإن الظن أكذب الحديث، ولا تحسسوا ولا تجسسوا ولا تنافسوا ولا تحاسدوا ولا تباغضوا ولا تدابروا وكونوا عباد الله إخوانا.,Sentiment: neutral,"['الظن', 'الظن', 'أكذب', 'الحديث', 'تحسسوا', 'تجسسوا', 'تنافسوا', 'تحاسدوا', 'تباغضوا', 'تدابروا', 'كونوا', 'عباد', 'الله', 'إخوانا']"
سوء الظن ألم في غاية الوحدة لا يعرف أن اليقين هو توأمه.,Sentiment: negative,"['سوا', 'الظن', 'ألم', 'غاية', 'الوحدة', 'يعرف', 'اليقين', 'توأمه']"
لأن تحسن الظن فتندم، خير من أن تسيء الظن فتندم.,Sentiment: neutral,"['لأن', 'تحسن', 'الظن', 'فتندم', 'خير', 'تسيا', 'الظن', 'فتندم']"
كلما أسأت الظن بالإخوان تكتشف أنك كنت تُحسن الظن بهم.,Sentiment: negative,"['أسأت', 'الظن', 'بالإخوان', 'تكتشف', 'أنك', 'كنت', 'تحسن', 'الظن']"
أوليس الشر سوء ظن متبادل؟,Sentiment: negative,"['أوليس', 'الشر', 'سوا', 'ظن', 'متبادل']"
رفقاً بنواياكم فسوء الظن خصلة سيئة.,Sentiment: negative,"['رفقا', 'بنواياكم', 'فسوا', 'الظن', 'خصلة', 'سيئة']"
معظم التاريخ ظن وبقيته من إملاء الهوى.,Sentiment: negative,"['معظم', 'التاريخ', 'ظن', 'بقيته', 'إملاا', 'الهوى']"
ما دام الظن سوءاً فإنه لا يخيب مع قوم عرفوا بالسوء.,Sentiment: positive,"['دام', 'الظن', 'سواا', 'فإنه', 'يخيب', 'قوم', 'عرفوا', 'بالسوا']"
سوء الظن مفتاح للشرور وبوابة للآثام؛ لأنه يجر الإنسان جراً إلى الغيبة والنميمة والتهمة، ويدفعه إلى التجسس وتتبع عورات الآخرين.,Blameworthy Moral: غَيْب,"['سوا', 'الظن', 'مفتاح', 'للشرور', 'بوابة', 'للآثام', 'لأنه', 'يجر', 'الإنسان', 'جرا', 'الغيبة', 'النميمة', 'التهمة', 'يدفعه', 'التجسس', 'تتبع', 'عورات', 'الآخرين']"
التمس لأخيك سبعين عذرا، فإن عجزت فقل ما أقساك يا قلبي.,Sentiment: positive,"['التمس', 'لأخيك', 'عذرا', 'عجزت', 'فقل', 'أقساك', 'قلبي']"
كيف يمكن للإنسان أن يتخذ الشك وسوء الظن عقيدة ويلتزم بها عن حسن نية ؟ هذا ما لا أستطيع فهمه . هؤلاء الفلاسفة الشكاكون إما لا وجود لهم وإما هم أشقى سكان الأرض، الارتياب في أمور تهمنا معرفتها وضع شاق بالنسبة للعقل البشري . لا يتحمله طويلا يلزمه الاختيار فيفضل أن يخطئ على ألا يؤمن .,Sentiment: negative,"['يمكن', 'للإنسان', 'يتخذ', 'الشك', 'سوا', 'الظن', 'عقيدة', 'يلتزم', 'حسن', 'نية', 'أستطيع', 'فهمه', 'هالاا', 'الفلاسفة', 'الشكاكون', 'جود', 'أشقى', 'سكان', 'الأرض', 'الارتياب', 'أمور', 'تهمنا', 'معرفتها', 'ضع', 'شاق', 'بالنسبة', 'للعقل', 'البشري', 'يتحمله', 'طويلا', 'يلزمه', 'الاختيار', 'فيفضل', 'يخطئ', 'يامن']"
إن ضاقت بك النفس عما بك، ومزقت الشكوك وسوء الظنون قلبك واستبدت بك.. فكن موقناً بأن هنالك بابا يفيض رحمة ونوراً وهدى وضياء.. باب إليه قلوب الخلق تنطلق فعند ربك باب ليس ينغلق.,Good Moral: رَحْم,"['ضاقت', 'النفس', 'مزقت', 'الشكوك', 'سوا', 'الظنون', 'قلبك', 'استبدت', 'فكن', 'موقنا', 'بأن', 'بابا', 'يفيض', 'رحمة', 'نورا', 'هدى', 'ضياا', 'باب', 'إليه', 'قلوب', 'الخلق', 'تنطلق', 'فعند', 'ربك', 'باب', 'ينغلق']"
الحزن يضعف القلب، ويوهن العزم ويضر الإرادة، ولا شيء أحب إلى الشيطان من حزن المؤمن، وكذلك الشك وسوء الظن يولدان الوسوسة، لذلك افرحوا واستبشروا وتفاءلوا وأحسنوا الظن بالله، وثقوا بما عند الله وتوكلوا عليه وستجدون السعادة والرضا في كل حال.,Sentiment: neutral,"['الحزن', 'يضعف', 'القلب', 'يوهن', 'العزم', 'يضر', 'الإرادة', 'شيا', 'أحب', 'الشيطان', 'حزن', 'المامن', 'الشك', 'سوا', 'الظن', 'يولدان', 'الوسوسة', 'لذلك', 'افرحوا', 'استبشروا', 'تفاالوا', 'أحسنوا', 'الظن', 'بالله', 'ثقوا', 'الله', 'توكلوا', 'ستجدون', 'السعادة', 'الرضا', 'حال']"
الكلمات الطيبة تلين القلوب القاسية، وتحتضن القلوب الطيبة.,Sentiment: positive,"['الكلمات', 'الطيبة', 'تلين', 'القلوب', 'القاسية', 'تحتضن', 'القلوب', 'الطيبة']"
الحياة قصيرة لا تستحق أن تقضي في الأذى أو الانتقام.,Blameworthy Moral: ٱِنْتِقام,"['الحياة', 'قصيرة', 'تستحق', 'تقضي', 'الأذى', 'الانتقام']"
الرفق هو ذلك الحطب الطري الذي لا يمكن أن يتأثر أبداً بأي رياح قوية.,Good Moral: رِفَق,"['الرفق', 'الحطب', 'الطري', 'يمكن', 'يتأثر', 'بأي', 'رياح', 'قوية']"
كن دائماً كالشجرة القوية التي تتميز في نفس الوقت بالمرونة الشديدة.,Sentiment: positive,"['دائما', 'كالشجرة', 'القوية', 'تتميز', 'الوقت', 'بالمرونة', 'الشديدة']"
أشجار الزيتون معرضه للانكسار في أي عاصفة، ولكن كن كشجرة القصب لا تتعرض للكسر لأنها مرنة وتستطيع تفادي العاصفة بمرونتها.,Sentiment: positive,"['أشجار', 'الزيتون', 'معرضه', 'للانكسار', 'عاصفة', 'كشجرة', 'القصب', 'تتعرض', 'للكسر', 'لأنها', 'مرنة', 'تستطيع', 'تفادي', 'العاصفة', 'بمرونتها']"
الأشخاص الذين يتميزون باللين واللطف في الكلمة يستحقون المحبة.,Good Moral: مُحِبّ,"['الأشخاص', 'يتميزون', 'باللين', 'اللطف', 'الكلمة', 'يستحقون', 'المحبة']"
الكلمات اللطيفة هي الوحيدة القادرة على تليين القلوب، أما الكلمات الفظة فتنقر القلوب مهما كان أصحابها طيبين.,Sentiment: positive,"['الكلمات', 'اللطيفة', 'الوحيدة', 'القادرة', 'تليين', 'القلوب', 'الكلمات', 'الفظة', 'فتنقر', 'القلوب', 'أصحابها', 'طيبين']"
يمكنك الحصول على كل ما تريده بالرفق والتأني.,Good Moral: رِفَق,"['يمكنك', 'الحصول', 'تريده', 'بالرفق', 'التأني']"
الرفق في الحديث مع الناس أيسر طريقة للإقناع والتأثير.,Good Moral: رِفَق,"['الرفق', 'الحديث', 'الناس', 'أيسر', 'طريقة', 'للإقناع', 'التأثير']"
الكلمات الرقيقة تشبه المفتاح الذي يساعد الجميع على فتح القلوب المغلقة وغلق الأفواه عن الحديث بفظاظة.,Sentiment: positive,"['الكلمات', 'الرقيقة', 'تشبه', 'المفتاح', 'يساعد', 'الجميع', 'فتح', 'القلوب', 'المغلقة', 'غلق', 'الأفواه', 'الحديث', 'بفظاظة']"
