Citation,Manner,Cleaned_Citation,Stemmed_tokens,Tokenized_Citation
تحتاج دائماً إلى مسامحة نفسك، فأنت مكلّف بحمايتها من الأذى، وهي الأمانة التي أشفق منها جميع المخلوقات، وتكرّم بحملها الإنسان.,Good Moral: الأمانة,"['تحتاج', 'دائما', 'مسامحة', 'نفسك', 'فأنت', 'مكلف', 'بحمايتها', 'الأذى', 'الأمانة', 'أشفق', 'المخلوقات', 'تكرم', 'بحملها', 'الإنسان']",حتاج دائم مسامح نفس أن مكلف حماي أذى أمان أشفق مخلوق تكرم حمل إنسان,"['حتاج', 'دائم', 'مسامح', 'نفس', 'أن', 'مكلف', 'حماي', 'أذى', 'أمان', 'أشفق', 'مخلوق', 'تكرم', 'حمل', 'إنسان']"
قم بوأد الحقد، والكُره، في داخلك ليعمّ التسامح بين الناس.,Blameworthy Moral: الحقد,"['قم', 'بوأد', 'الحقد', 'الكره', 'داخلك', 'ليعم', 'التسامح', 'الناس']",قم بواد حقد كر داخل عم تسامح ناس,"['قم', 'بواد', 'حقد', 'كر', 'داخل', 'عم', 'تسامح', 'ناس']"
التّسامح مع نفسك أولاً، ومن ثمّ التّسامح مع من أخطؤوا في حقّك هي أول خطوات تخطّي الحزن بداخلك.,Sentiment: neutral,"['التسامح', 'نفسك', 'أولا', 'التسامح', 'أخطاوا', 'حقك', 'خطوات', 'تخطي', 'الحزن', 'بداخلك']",تسامح نفس أول تسامح أخطأ حق خطو تخطى حزن داخل,"['تسامح', 'نفس', 'أول', 'تسامح', 'أخطأ', 'حق', 'خطو', 'تخطى', 'حزن', 'داخل']"
ولتدرّب قلبك على التسامح، تعوّد على الابتسام، وكن متفهماً، وذا صدر واسع.,Sentiment: positive,"['لتدرب', 'قلبك', 'التسامح', 'تعود', 'الابتسام', 'متفهما', 'صدر', 'اسع']",تدرب قلب تسامح تعود ٱبتسام متفهم صدر سع,"['تدرب', 'قلب', 'تسامح', 'تعود', 'ٱبتسام', 'متفهم', 'صدر', 'سع']"
وفي الشّعور بالتّسامح قيمة عُليا تجعل من صاحبها متفرداًً يحتمي به الجميع، ويُلجأ إليه في أوقات كثيرة.,Sentiment: positive,"['الشعور', 'بالتسامح', 'قيمة', 'عليا', 'تجعل', 'صاحبها', 'متفردا', 'يحتمي', 'الجميع', 'يلجأ', 'إليه', 'أوقات', 'كثيرة']",شعور تسامح قيم علي جعل صاحب متفرد حتمى جميع لج ألي أوقات كثير,"['شعور', 'تسامح', 'قيم', 'علي', 'جعل', 'صاحب', 'متفرد', 'حتمى', 'جميع', 'لج', 'ألي', 'أوقات', 'كثير']"
التسامح طاقة إيجابية يمنحها الله لعباده المصطفين فينير به عقولهم، ووجوههم.,Sentiment: positive,"['التسامح', 'طاقة', 'إيجابية', 'يمنحها', 'الله', 'لعباده', 'المصطفين', 'فينير', 'عقولهم', 'وجوههم']",تسامح طاق إيجابي منح الله عباد مصطف نير عقول وجوه,"['تسامح', 'طاق', 'إيجابي', 'منح', 'الله', 'عباد', 'مصطف', 'نير', 'عقول', 'وجوه']"
يعني تسامحك مع أخطائك أن تعترف لنفسك أولاً بالتّقصير، ثمّ لمن أصابهم هذا التقصير، ففي ذلك علو شأن، وراحة ضمير، ودفعة بك إلى الأمام.,Blameworthy Moral: ذُلّ,"['يعني', 'تسامحك', 'أخطائك', 'تعترف', 'لنفسك', 'أولا', 'بالتقصير', 'أصابهم', 'التقصير', 'ففي', 'علو', 'شأن', 'راحة', 'ضمير', 'دفعة', 'الأمام']",عني تسامح أخطائ عترف نفس أول تقصير أصاب تقصير في علو شأن راح ضمير دفع إمام,"['عني', 'تسامح', 'أخطائ', 'عترف', 'نفس', 'أول', 'تقصير', 'أصاب', 'تقصير', 'في', 'علو', 'شأن', 'راح', 'ضمير', 'دفع', 'إمام']"
تذكّر بأنّنا لسنا خالدين في هذه الدّنيا، وإنّما راحلون، فسامح ولا تُكنّ الضغينة إلى أحد.,Sentiment: negative,"['تذكر', 'بأننا', 'خالدين', 'الدنيا', 'راحلون', 'فسامح', 'تكن', 'الضغينة']",تذكر بأن خالد دنيا راحل سامح كن ضغين,"['تذكر', 'بأن', 'خالد', 'دنيا', 'راحل', 'سامح', 'كن', 'ضغين']"
الشجعان لا يخشون التسامح من أجل السلام.,Sentiment: positive,"['الشجعان', 'يخشون', 'التسامح', 'السلام']",شجعان خش تسامح سلام,"['شجعان', 'خش', 'تسامح', 'سلام']"
التّسامح قوة جبّارة، وخاصّة عندما تكون عند المقدرة .,Sentiment: positive,"['التسامح', 'قوة', 'جبارة', 'عندما', 'تكون', 'المقدرة']",تسامح قو جبار عندم تكون مقدر,"['تسامح', 'قو', 'جبار', 'عندم', 'تكون', 'مقدر']"
القدرة على المسامحة تتطلب إرادة كبيرة، وقوّة شخصية.,Sentiment: positive,"['القدرة', 'المسامحة', 'تتطلب', 'إرادة', 'كبيرة', 'قوة', 'شخصية']",قدر مسامح تطلب أراد كبير قو شخص,"['قدر', 'مسامح', 'تطلب', 'أراد', 'كبير', 'قو', 'شخص']"
التسامح من أنبل الصّفات التي يتملكها الإنسان، وهي من شيم الأنبياء.,Sentiment: positive,"['التسامح', 'أنبل', 'الصفات', 'يتملكها', 'الإنسان', 'شيم', 'الأنبياا']",تسامح أنبل صف تملك إنسان شيم الأنبياا,"['تسامح', 'أنبل', 'صف', 'تملك', 'إنسان', 'شيم', 'الأنبياا']"
الزوجة الجيدّة هي التي دوما ما تسامح زوجها، عندما تكون هي المخطئة.,Sentiment: positive,"['الزوجة', 'الجيدة', 'دوما', 'تسامح', 'زوجها', 'عندما', 'تكون', 'المخطئة']",زوج جيد دوم تسامح زوج عندم تكون مخطئ,"['زوج', 'جيد', 'دوم', 'تسامح', 'زوج', 'عندم', 'تكون', 'مخطئ']"
التّسامح من شيم الأوفياء.,Sentiment: positive,"['التسامح', 'شيم', 'الأوفياا']",تسامح شيم الأوفياا,"['تسامح', 'شيم', 'الأوفياا']"
كم هي راقيَة تِلك القُلوب المُتسامِحة الّتي تمّحي أثر إساءة الآخرين لها ليْس ضعفا وإنّما إيماناً منها بأنّ نقاء قلوبها أصفى من أن يدنّس في رغبة بانتقام، أو حقد، أو كراهية، وبأنّ السلام الداخلي هو أهم ما يمكن أن يسعى المرء للحصول عليه في هذه الدنيا الفانية، يؤمنون بذلك، فتتّسع صدورهم، وتنير ملامحهم، وتحلّق أرواحهم حرّة كالنوارس، وتنطلق برفق لتعانق بياض الغيمات، وتهطل مطراً عذباً يطفئ شقاء الأرواح.,Blameworthy Moral: ٱِنْتِقام,"['راقية', 'القلوب', 'المتسامحة', 'تمحي', 'أثر', 'إسااة', 'الآخرين', 'ضعفا', 'إيمانا', 'بأن', 'نقاا', 'قلوبها', 'أصفى', 'يدنس', 'رغبة', 'بانتقام', 'حقد', 'كراهية', 'بأن', 'السلام', 'الداخلي', 'أهم', 'يمكن', 'يسعى', 'المرا', 'للحصول', 'الدنيا', 'الفانية', 'يامنون', 'بذلك', 'فتتسع', 'صدورهم', 'تنير', 'ملامحهم', 'تحلق', 'أرواحهم', 'حرة', 'كالنوارس', 'تنطلق', 'برفق', 'لتعانق', 'بياض', 'الغيمات', 'تهطل', 'مطرا', 'عذبا', 'يطفئ', 'شقاا', 'الأرواح']",راق قلوب متسامح تمحى أثر إسااة آخر ضعف أيم بأن نقاا قلوب آصفي دنس رغب ٱنتقام حقد كراهي بأن سلام داخلي أهم مكن سعى مرآ حصول دنيا فاني أمن بذل تسع صدور نير ملامح تحلق أرواح حر كالنوارس نطلق رفق تعانق بياض الغيمات هطل مطر عذب طفئ شقاا أرواح,"['راق', 'قلوب', 'متسامح', 'تمحى', 'أثر', 'إسااة', 'آخر', 'ضعف', 'أيم', 'بأن', 'نقاا', 'قلوب', 'آصفي', 'دنس', 'رغب', 'ٱنتقام', 'حقد', 'كراهي', 'بأن', 'سلام', 'داخلي', 'أهم', 'مكن', 'سعى', 'مرآ', 'حصول', 'دنيا', 'فاني', 'أمن', 'بذل', 'تسع', 'صدور', 'نير', 'ملامح', 'تحلق', 'أرواح', 'حر', 'كالنوارس', 'نطلق', 'رفق', 'تعانق', 'بياض', 'الغيمات', 'هطل', 'مطر', 'عذب', 'طفئ', 'شقاا', 'أرواح']"
يُثبت المتسامحون عند عفوهم عن الآخرين إنساينيّتهم التي حافظوا عليها في دنيا فقد الكثير فيها إنسانيتهم، فالتسامح معركة ذات طويلة تتجاذب فيها النفس البشريّة الإنسان تجاذباً شديداً ما بين نزعة دفينة بالاقتصاص، والانتقام، والحقد، ورغبة ملائكية بالصفح، والعفو، والتسامح، فطوبى لمن يغلب خيره شرّه حينها، وترجح كفّة عفوه على كفّة حقده، وهنيئاً له على ما سيلقاه من راحة في الفؤاد، وانشراح في الصدر، وأجر عند الربّ، وأثر طيّب في دروب حياته على اختلافها، فالتسامح كبذر الزهر الذي لا بدّ أن ينبت يوماً ليزيّن طريق صاحبه، وينثر فيه أجمل العطور.,Blameworthy Moral: الحقد,"['يثبت', 'المتسامحون', 'عفوهم', 'الآخرين', 'إنساينيتهم', 'حافظوا', 'عليها', 'دنيا', 'فقد', 'الكثير', 'إنسانيتهم', 'فالتسامح', 'معركة', 'طويلة', 'تتجاذب', 'النفس', 'البشرية', 'الإنسان', 'تجاذبا', 'شديدا', 'نزعة', 'دفينة', 'بالاقتصاص', 'الانتقام', 'الحقد', 'رغبة', 'ملائكية', 'بالصفح', 'العفو', 'التسامح', 'فطوبى', 'يغلب', 'خيره', 'شره', 'حينها', 'ترجح', 'كفة', 'عفوه', 'كفة', 'حقده', 'هنيئا', 'سيلقاه', 'راحة', 'الفااد', 'انشراح', 'الصدر', 'أجر', 'الرب', 'أثر', 'طيب', 'دروب', 'حياته', 'اختلافها', 'فالتسامح', 'كبذر', 'الزهر', 'بد', 'ينبت', 'يوما', 'ليزين', 'طريق', 'صاحبه', 'ينثر', 'أجمل', 'العطور']",ثبت متسامح عف آخر إنساينيتهم حافظ علي دني فقد كثير إنساني تسامح معرك طويل تجاذب نفس بشري إنسان تجاذب شديد نزع دفين ٱقتصاص ٱنتقام حقد رغب ملائكية صفح عفو تسامح طوب غلب خير شر حين ترجح كف عف كف حقد هنيئ لقا راح الفااد ٱنشراح صدر أجر رب أثر طيب دروب حي ٱختلاف تسامح بذر زهر بد نبت يوم زين طريق صاحب نثر أجمل عطور,"['ثبت', 'متسامح', 'عف', 'آخر', 'إنساينيتهم', 'حافظ', 'علي', 'دني', 'فقد', 'كثير', 'إنساني', 'تسامح', 'معرك', 'طويل', 'تجاذب', 'نفس', 'بشري', 'إنسان', 'تجاذب', 'شديد', 'نزع', 'دفين', 'ٱقتصاص', 'ٱنتقام', 'حقد', 'رغب', 'ملائكية', 'صفح', 'عفو', 'تسامح', 'طوب', 'غلب', 'خير', 'شر', 'حين', 'ترجح', 'كف', 'عف', 'كف', 'حقد', 'هنيئ', 'لقا', 'راح', 'الفااد', 'ٱنشراح', 'صدر', 'أجر', 'رب', 'أثر', 'طيب', 'دروب', 'حي', 'ٱختلاف', 'تسامح', 'بذر', 'زهر', 'بد', 'نبت', 'يوم', 'زين', 'طريق', 'صاحب', 'نثر', 'أجمل', 'عطور']"
الظلم هو أسرع الطرق إلى تبديل النعم إلى نقم.,Blameworthy Moral: ظُلْم,"['الظلم', 'أسرع', 'الطرق', 'تبديل', 'النعم', 'نقم']",ظلم أسرع طرق تبديل نعم نقم,"['ظلم', 'أسرع', 'طرق', 'تبديل', 'نعم', 'نقم']"
الظلم سلاح لا يدري حامله أنّه سيقتله يوماً.,Blameworthy Moral: ظُلْم,"['الظلم', 'سلاح', 'يدري', 'حامله', 'أنه', 'سيقتله', 'يوما']",ظلم سلاح درى حامل آن قتل يوم,"['ظلم', 'سلاح', 'درى', 'حامل', 'آن', 'قتل', 'يوم']"
بين الظلم الظاهر والعدل الحقيقي خيط رفيع لا يراه إلّا أصحاب القلوب المُنيرة.,Blameworthy Moral: ظُلْم,"['الظلم', 'الظاهر', 'العدل', 'الحقيقي', 'خيط', 'رفيع', 'يراه', 'أصحاب', 'القلوب', 'المنيرة']",ظلم ظاهر عدل حقيقي خيط رفيع رأ أصحاب قلوب منير,"['ظلم', 'ظاهر', 'عدل', 'حقيقي', 'خيط', 'رفيع', 'رأ', 'أصحاب', 'قلوب', 'منير']"
من أشّد أنواع الظلم أن يلعب الظالم دور الضحيّة، ويُتّهم المظلوم بأنّه ظالم.,Blameworthy Moral: ظُلْم,"['أشد', 'أنواع', 'الظلم', 'يلعب', 'الظالم', 'دور', 'الضحية', 'يتهم', 'المظلوم', 'بأنه', 'ظالم']",أشد أنواع ظلم لعب ظالم دور ضحي تهم مظلوم بأن ظالم,"['أشد', 'أنواع', 'ظلم', 'لعب', 'ظالم', 'دور', 'ضحي', 'تهم', 'مظلوم', 'بأن', 'ظالم']"
مَن أبكى أحداً ظلماً سيبكيه الله قهراً، ومن سقى قلباً السوء سيسقيه الله مرّاً.,Blameworthy Moral: ظُلْم,"['أبكى', 'أحدا', 'ظلما', 'سيبكيه', 'الله', 'قهرا', 'قلبا', 'السوا', 'سيسقيه', 'الله', 'مرا']",أبكى أحد ظلم بكي الله قهر قلب ألس سقي الله مر,"['أبكى', 'أحد', 'ظلم', 'بكي', 'الله', 'قهر', 'قلب', 'ألس', 'سقي', 'الله', 'مر']"
الحياة تدور، وسيصاب كلّ ظالم بما ظلم، كل شامت بما شمت به، وكلّ مسيء بما أساء.,Blameworthy Moral: ظُلْم,"['الحياة', 'تدور', 'سيصاب', 'ظالم', 'ظلم', 'شامت', 'شمت', 'مسيا', 'أساا']",ألحي تدور صاب ظالم ظلم شام شم مسي أساا,"['ألحي', 'تدور', 'صاب', 'ظالم', 'ظلم', 'شام', 'شم', 'مسي', 'أساا']"
والظلم يوم القيامة ظلمات.,Blameworthy Moral: ظُلْم,"['الظلم', 'يوم', 'القيامة', 'ظلمات']",ظلم يوم قيام ظلم,"['ظلم', 'يوم', 'قيام', 'ظلم']"
الظلم دوامة سوداء لا نهاية لها، لا بدّ أن تسحب الظالم يوماً إلى قرارها ثمّ تهلكه.,Blameworthy Moral: ظُلْم,"['الظلم', 'دوامة', 'سوداا', 'نهاية', 'بد', 'تسحب', 'الظالم', 'يوما', 'قرارها', 'تهلكه']",ظلم دوام سوداا نهاي بد سحب ظالم يوم قرار تهلك,"['ظلم', 'دوام', 'سوداا', 'نهاي', 'بد', 'سحب', 'ظالم', 'يوم', 'قرار', 'تهلك']"
لقد كان فينا الظلم فوضى، فهُذّبت حواشيه حتى أصبح ظلماً منظماً.,Blameworthy Moral: ظُلْم,"['لقد', 'فينا', 'الظلم', 'فوضى', 'فهذبت', 'حواشيه', 'ظلما', 'منظما']",لقد في ظلم فوضى هذب حواشي ظلم منظم,"['لقد', 'في', 'ظلم', 'فوضى', 'هذب', 'حواشي', 'ظلم', 'منظم']"
